Niskin #,Cast #,Date,Time,Latitude [N],Longitude [W],CTD_Pressure [db],CTD_Depth [m],Sigma_theta [kg/m3],Salinity [psu],Temperature [C],PAR [units?],Oxygen [umol/L]
1.0,1.0,Mar 16 2018,552.583,19.62324,114.79166,1010.097,1001.514,27.3646,34.5273,4.5089,1e-12,7.865
2.0,1.0,Mar 16 2018,540.917,19.62324,114.79164,303.135,301.07,26.5717,34.6369,10.5942,1e-12,0.054
3.0,1.0,Mar 16 2018,721.833,19.62324,114.79168,253.915,252.214,26.4807,34.6776,11.2719,1e-12,0.32
4.0,1.0,Mar 16 2018,891.958,19.62324,114.79168,202.13,200.801,26.3657,34.7438,12.1543,1e-12,-0.912
5.0,1.0,Mar 16 2018,30.417,19.62324,114.79168,163.172,162.115,26.2108,34.7305,12.8888,0.1394,-0.397
6.0,1.0,Mar 16 2018,175.542,19.62324,114.79166,132.44,131.592,25.8061,34.2302,12.9696,0.96148,60.991
7.0,1.0,Mar 16 2018,283.958,19.62324,114.79166,123.501,122.713,25.489,33.9578,13.4967,1.7663,104.571
8.0,1.0,Mar 16 2018,380.167,19.62324,114.79166,113.562,112.84,25.2191,33.9283,14.6773,3.5113,124.368
9.0,1.0,Mar 16 2018,451.875,19.62324,114.79166,103.382,102.727,24.9796,33.9935,15.9894,7.2694,125.554
10.0,1.0,Mar 16 2018,545.667,19.62324,114.79166,92.735,92.15,24.5281,33.896,17.5979,18.35,177.013
11.0,1.0,Mar 16 2018,611.625,19.62323,114.79167,84.249,83.719,24.2049,33.7559,18.4788,38.838,228.497
12.0,1.0,Mar 16 2018,806.208,19.62324,114.79166,22.397,22.26,23.2784,34.2763,23.3732,525.33,213.949
1.0,2.0,Mar 19 2018,858.708,10.0,113.00082,1516.198,1502.164,27.5821,34.6087,3.007,1e-12,73.928
2.0,2.0,Mar 19 2018,172.0,10.00002,113.00084,1264.957,1253.995,27.5037,34.5857,3.6285,1e-12,53.59
3.0,2.0,Mar 19 2018,486.417,10.00002,113.00084,1011.628,1003.466,27.4006,34.5619,4.4301,1e-12,34.704
4.0,2.0,Mar 19 2018,643.042,10.00004,113.00084,911.252,904.116,27.3524,34.5524,4.7934,1e-12,28.214
5.0,2.0,Mar 19 2018,810.125,10.00002,113.00084,809.356,803.214,27.2807,34.5483,5.3791,1e-12,14.541
6.0,2.0,Mar 19 2018,976.958,10.00002,113.00084,709.616,704.399,27.2181,34.5484,5.8856,1e-12,7.217
7.0,2.0,Mar 19 2018,153.583,10.00002,113.00084,607.99,603.667,27.1085,34.5457,6.7079,1e-12,4.253
8.0,2.0,Mar 19 2018,301.542,10.00002,113.00084,506.96,503.478,26.9721,34.56,7.7546,1e-12,3.905
9.0,2.0,Mar 19 2018,448.5,10.00002,113.00084,406.454,403.76,26.8134,34.633,9.1532,1e-12,2.801
10.0,2.0,Mar 19 2018,611.625,10.00002,113.00082,306.489,304.531,26.6357,34.7101,10.5554,1e-12,5.581
11.0,2.0,Mar 19 2018,694.667,10.00002,113.00082,265.285,263.616,26.5746,34.7345,11.0003,1e-12,6.512
12.0,2.0,Mar 19 2018,782.542,10.00002,113.00082,225.443,224.046,26.4978,34.7597,11.5227,1e-12,7.477
1.0,2.2,Jan 01 2000,17.375,10.00002,113.00084,205.84,204.574,26.4546,34.7755,11.8166,1e-12,7.593
2.0,2.2,Jan 01 2000,107.833,10.00002,113.00084,185.434,184.304,26.406,34.7862,12.1137,1e-12,5.426
3.0,2.2,Jan 01 2000,181.833,10.00002,113.00084,165.726,164.723,26.3476,34.7987,12.463,1e-12,4.51
4.0,2.2,Jan 01 2000,249.708,10.00002,113.00084,145.457,144.583,26.2403,34.8006,13.0107,1e-12,2.757
5.0,2.2,Jan 01 2000,304.083,10.0,113.00084,134.437,133.634,26.2189,34.8001,13.1136,1e-12,2.768
6.0,2.2,Jan 01 2000,375.333,10.00002,113.00082,115.104,114.422,26.1254,34.7905,13.5337,1e-12,2.713
7.0,2.2,Jan 01 2000,454.958,10.00002,113.00082,94.635,94.078,25.7972,34.7534,14.9438,1e-12,2.86
8.0,2.2,Jan 01 2000,513.292,10.00002,113.00082,84.801,84.305,25.6476,34.7288,15.533,1e-12,3.236
9.0,2.2,Jan 01 2000,596.25,10.0,113.00084,73.807,73.377,25.0514,34.6119,17.6994,1e-12,11.474
10.0,2.2,Jan 01 2000,664.083,10.00002,113.00082,65.307,64.928,24.2072,34.4601,20.5507,1e-12,62.387
11.0,2.2,Jan 01 2000,722.917,10.00002,113.00082,54.773,54.456,23.1616,34.1871,23.549,1e-12,133.256
12.0,2.2,Jan 01 2000,773.75,10.00002,113.00082,44.197,43.942,21.5676,33.6687,27.4729,1e-12,209.474
1.0,3.0,Mar 19 2018,369.583,10.00007,113.00006,203.721,202.469,26.4882,34.7642,11.5903,1e-12,4.684
2.0,3.0,Mar 19 2018,496.0,10.00008,113.00004,183.543,182.425,26.4502,34.7767,11.842,1e-12,3.726
3.0,3.0,Mar 19 2018,676.625,10.00008,113.00004,151.397,150.486,26.3448,34.7997,12.4792,1e-12,1.528
4.0,3.0,Mar 19 2018,842.875,10.00006,113.00004,111.226,110.567,26.1317,34.7915,13.5064,1e-12,-0.607
5.0,3.0,Mar 19 2018,969.083,10.00008,113.00004,101.111,100.515,25.9236,34.768,14.4118,1e-12,-0.57
6.0,3.0,Mar 19 2018,118.208,10.00006,113.00004,90.694,90.162,25.7178,34.7401,15.2579,1e-12,-0.328
7.0,3.0,Mar 19 2018,241.667,10.00006,113.00004,81.111,80.636,25.3376,34.6776,16.7127,1e-12,2.146
8.0,3.0,Mar 19 2018,397.583,10.00006,113.00006,70.613,70.201,24.5625,34.5291,19.3979,1e-12,31.843
9.0,3.0,Mar 19 2018,525.458,10.00008,113.00005,60.299,59.95,23.4661,34.2919,22.7696,1e-12,100.974
10.0,3.0,Mar 19 2018,639.458,10.00006,113.00006,50.476,50.185,21.7038,33.6944,27.1088,1e-12,198.467
11.0,3.0,Mar 19 2018,745.0,10.00006,113.00004,40.509,40.276,21.4884,33.6795,27.743,0.0018584,200.495
12.0,3.0,Mar 19 2018,902.5,10.00008,113.00005,10.898,10.836,21.4412,33.6816,27.8867,0.036446,200.666
1.0,4.0,Mar 19 2018,667.833,10.00002,113.0,304.399,302.456,26.6353,34.71,10.5571,1e-12,1.992
2.0,4.0,Mar 19 2018,840.208,10.00004,112.99998,281.784,280.0,26.5992,34.7249,10.8237,1e-12,2.964
3.0,4.0,Mar 19 2018,37.208,10.00002,112.99998,261.722,260.078,26.5769,34.7332,10.9817,1e-12,2.677
4.0,4.0,Mar 19 2018,223.833,10.00004,112.99996,221.034,219.667,26.5256,34.7523,11.3402,1e-12,3.872
5.0,4.0,Mar 19 2018,771.792,10.00002,112.99998,116.173,115.484,26.253,34.8041,12.9566,1e-12,-0.708
6.0,4.0,Mar 19 2018,930.5,10.00002,112.99998,100.706,100.113,26.1163,34.793,13.5855,1e-12,-0.876
7.0,4.0,Mar 19 2018,934.042,10.00004,112.99998,99.712,99.124,26.1132,34.7924,13.5983,1e-12,-0.864
8.0,4.0,Mar 19 2018,135.292,10.00002,112.99996,79.978,79.511,25.4912,34.6968,16.1138,0.016915,0.297
9.0,4.0,Mar 19 2018,315.292,10.00002,112.99996,70.438,70.028,24.8877,34.5998,18.3271,0.18961,15.763
10.0,4.0,Mar 19 2018,474.583,10.00002,112.99996,60.367,60.017,23.4607,34.278,22.7517,0.80223,96.353
11.0,4.0,Mar 19 2018,633.792,10.00002,113.0,50.145,49.855,21.602,33.6788,27.3908,2.3128,197.857
12.0,4.0,Mar 19 2018,793.417,10.00002,112.99998,40.693,40.459,21.4712,33.6773,27.7911,4.4567,199.649
1.0,5.0,Mar 19 2018,684.875,10.00006,112.99996,109.677,109.029,26.0496,34.7812,13.8645,0.21614,-0.405
2.0,5.0,Mar 19 2018,687.125,10.00005,112.99996,110.067,109.416,26.05,34.7815,13.8641,0.21034,-0.405
3.0,5.0,Mar 19 2018,688.958,10.00006,112.99996,110.526,109.872,26.0499,34.7814,13.8644,0.20288,-0.416
4.0,5.0,Mar 19 2018,846.458,10.00004,112.99997,89.32,88.796,25.5199,34.7015,16.0054,1.2235,0.354
5.0,5.0,Mar 19 2018,848.083,10.00004,112.99998,89.59,89.064,25.525,34.7023,15.9857,1.2042,0.454
6.0,5.0,Mar 19 2018,849.875,10.00004,112.99998,90.076,89.547,25.5272,34.7024,15.9766,1.142,0.413
7.0,5.0,Mar 19 2018,11.792,10.00004,112.99998,69.953,69.546,24.4278,34.5245,19.9032,9.1495,46.241
8.0,5.0,Mar 19 2018,13.333,10.00004,112.99998,69.948,69.541,24.4551,34.5332,19.8242,9.0627,42.453
9.0,5.0,Mar 19 2018,134.708,10.00002,112.99998,60.91,60.556,23.302,34.2313,23.1818,23.817,106.122
10.0,5.0,Mar 19 2018,136.375,10.00002,112.99998,61.076,60.722,23.3128,34.2349,23.1537,23.503,105.867
11.0,5.0,Mar 19 2018,363.875,10.00004,112.99998,31.044,30.865,21.4726,33.6784,27.787,175.6,199.106
12.0,5.0,Mar 19 2018,365.833,10.00004,112.99998,31.043,30.865,21.4726,33.6782,27.7868,169.83,199.521
1.0,6.0,Mar 19 2018,626.333,10.00004,112.99998,121.547,120.824,26.2633,34.802,12.8977,0.48574,-0.074
2.0,6.0,Mar 19 2018,630.25,10.00003,112.99998,122.102,121.376,26.2709,34.8028,12.8623,0.45999,-0.026
3.0,6.0,Mar 19 2018,633.333,10.00002,112.99998,120.747,120.03,26.2605,34.8017,12.9101,0.48262,-0.088
4.0,6.0,Mar 19 2018,636.458,10.00004,112.99998,120.925,120.206,26.2623,34.8021,12.9028,0.50148,-0.066
5.0,6.0,Mar 19 2018,5.5,10.00004,112.99996,84.229,83.736,25.5623,34.7072,15.8373,6.2837,0.382
6.0,6.0,Mar 19 2018,11.0,10.00004,112.99996,82.862,82.377,25.5185,34.7034,16.0171,6.8877,0.293
7.0,6.0,Mar 19 2018,14.708,10.00004,112.99996,84.746,84.25,25.6333,34.7305,15.6022,6.138,0.517
8.0,6.0,Mar 19 2018,187.833,10.00004,112.99996,59.554,59.209,23.8975,34.3863,21.4846,53.308,59.814
9.0,6.0,Mar 19 2018,191.333,10.00004,112.99996,60.469,60.119,24.1636,34.4708,20.7429,51.597,69.932
10.0,6.0,Mar 19 2018,196.25,10.00004,112.99996,59.609,59.264,23.9168,34.3931,21.4334,54.448,58.751
11.0,6.0,Mar 19 2018,362.958,10.00004,112.99996,40.434,40.201,21.534,33.6723,27.5847,230.3,199.278
12.0,6.0,Mar 19 2018,498.667,10.00004,112.99998,30.826,30.65,21.473,33.6804,27.7903,371.78,200.339
1.0,7.0,Mar 19 2018,643.75,10.00006,112.99999,304.795,302.849,26.6679,34.697,10.3117,1e-12,1.025
2.0,7.0,Mar 19 2018,376.833,10.00004,113.0,202.925,201.679,26.5043,34.7598,11.4849,1e-12,4.078
3.0,7.0,Mar 19 2018,818.75,10.00006,112.99996,152.347,151.431,26.3768,34.7949,12.2958,0.00027415,2.357
4.0,7.0,Mar 19 2018,236.25,10.00004,112.99998,111.34,110.68,26.1651,34.7963,13.3617,0.30077,-0.867
5.0,7.0,Mar 19 2018,499.542,10.00004,112.99998,90.499,89.968,25.9933,34.7672,14.0788,1.3937,-0.782
6.0,7.0,Mar 19 2018,714.542,10.00004,112.99996,80.128,79.659,25.6177,34.7199,15.6351,2.1481,-0.037
7.0,7.0,Mar 19 2018,31.125,10.00004,112.99996,60.092,59.744,23.6854,34.3269,22.087,27.573,78.38
8.0,7.0,Mar 19 2018,35.708,10.00005,112.99996,61.068,60.714,23.8162,34.3775,21.7557,24.801,78.698
9.0,7.0,Mar 19 2018,231.708,10.00004,112.99998,25.462,25.317,21.466,33.6802,27.8101,133.09,199.565
1.0,8.0,Mar 20 2018,357.375,10.00006,112.99996,304.383,302.439,26.6646,34.6991,10.3406,1e-12,0.917
2.0,8.0,Mar 20 2018,366.25,10.00002,112.99994,78.52,78.061,25.1427,34.6458,17.43,1e-12,6.523
3.0,8.0,Mar 20 2018,805.375,10.00002,112.99996,53.581,53.272,21.941,33.7782,26.559,0.011754,190.918
1.0,9.0,Mar 20 2018,649.875,10.00002,112.99996,304.342,302.399,26.6802,34.689,10.2043,1e-12,0.532
2.0,9.0,Mar 20 2018,931.833,9.99998,112.99996,202.382,201.14,26.5111,34.7562,11.4334,1e-12,3.837
3.0,9.0,Mar 20 2018,153.625,10.00002,112.99994,151.304,150.394,26.368,34.7976,12.3518,1e-12,2.388
4.0,9.0,Mar 20 2018,375.042,10.0,112.99996,110.345,109.692,26.1769,34.794,13.2944,1e-12,-0.804
5.0,9.0,Mar 20 2018,627.208,10.0,112.99996,81.295,80.82,25.461,34.6937,16.2354,1e-12,1.51
6.0,9.0,Mar 20 2018,831.917,10.00002,112.99996,71.018,70.604,24.7585,34.5785,18.7779,1e-12,19.668
7.0,9.0,Mar 20 2018,6.042,10.00002,112.99996,65.638,65.256,24.2469,34.466,20.4189,1e-12,45.268
8.0,9.0,Mar 20 2018,175.958,10.00002,112.99998,61.008,60.654,23.854,34.3675,21.5912,1e-12,68.712
9.0,9.0,Mar 20 2018,197.083,10.0,112.99998,61.473,61.117,23.8603,34.3692,21.5733,1e-12,68.203
10.0,9.0,Mar 20 2018,210.792,10.00001,112.99996,61.212,60.857,23.8564,34.3686,21.586,1e-12,68.213
11.0,9.0,Mar 20 2018,371.083,10.00002,112.99996,55.795,55.472,23.5719,34.2949,22.4038,1e-12,86.121
12.0,9.0,Mar 20 2018,590.083,10.00002,112.99996,26.236,26.086,21.4725,33.6932,27.8207,0.0066854,199.085
1.0,10.0,Mar 20 2018,600.833,10.00002,112.99996,302.092,300.165,26.6679,34.6957,10.3057,1e-12,0.609
2.0,10.0,Mar 20 2018,603.625,10.00004,112.99996,303.051,301.117,26.6686,34.6956,10.3012,1e-12,0.655
3.0,10.0,Mar 20 2018,793.917,10.00004,112.99996,253.608,252.019,26.5705,34.7368,11.0317,1e-12,2.632
4.0,10.0,Mar 20 2018,796.375,10.00004,112.99996,253.007,251.423,26.5698,34.7366,11.0344,1e-12,2.583
5.0,10.0,Mar 20 2018,974.583,10.00002,112.99997,201.419,200.183,26.4915,34.7629,11.5667,1e-12,4.115
6.0,10.0,Mar 20 2018,977.333,10.00004,112.99998,201.952,200.713,26.4916,34.763,11.5668,1e-12,4.069
7.0,10.0,Mar 20 2018,161.333,10.00004,112.99998,151.298,150.388,26.3661,34.7966,12.3577,1e-12,1.804
8.0,10.0,Mar 20 2018,163.0,10.00004,112.99997,151.459,150.547,26.3669,34.7962,12.3518,1e-12,1.695
9.0,10.0,Mar 20 2018,333.333,10.00002,112.99998,131.26,130.476,26.2807,34.8024,12.8128,0.0023758,-0.129
10.0,10.0,Mar 20 2018,335.125,10.00002,112.99998,130.915,130.134,26.2824,34.8026,12.8051,0.0035993,-0.248
11.0,10.0,Mar 20 2018,479.958,10.00004,112.99996,110.77,110.115,26.164,34.7935,13.3561,0.087484,-0.887
12.0,10.0,Mar 20 2018,481.667,10.00004,112.99996,111.609,110.949,26.1687,34.7947,13.3373,0.081984,-0.849
1.0,11.0,Mar 20 2018,652.875,10.00006,112.99998,121.614,120.891,26.2979,34.802,12.7229,0.43874,-0.071
2.0,11.0,Mar 20 2018,655.083,10.00006,112.99998,121.386,120.665,26.2982,34.8019,12.7214,0.44276,-0.043
3.0,11.0,Mar 20 2018,665.75,10.00006,112.99998,121.289,120.568,26.3008,34.802,12.7088,0.42657,-0.008
4.0,11.0,Mar 20 2018,52.417,10.00008,112.99998,95.238,94.678,26.1022,34.7908,13.6451,2.2843,-0.722
5.0,11.0,Mar 20 2018,54.667,10.00008,112.99998,95.146,94.587,26.1049,34.7924,13.6377,2.3134,-0.647
6.0,11.0,Mar 20 2018,56.792,10.00008,112.99998,95.822,95.258,26.106,34.7925,13.6331,2.2153,-0.619
7.0,11.0,Mar 20 2018,58.75,10.00008,112.99998,96.067,95.502,26.1049,34.792,13.6365,2.1866,-0.676
8.0,11.0,Mar 20 2018,312.542,10.00008,112.99998,70.929,70.516,25.2286,34.6564,17.1037,16.219,4.354
9.0,11.0,Mar 20 2018,314.417,10.00007,112.99998,70.695,70.283,25.2208,34.655,17.132,16.003,4.347
10.0,11.0,Mar 20 2018,316.083,10.00006,112.99998,70.405,69.995,25.2198,34.6529,17.1295,16.616,4.546
11.0,11.0,Mar 20 2018,317.833,10.00006,112.99998,70.23,69.821,25.2256,34.6571,17.1186,16.608,4.774
12.0,11.0,Mar 20 2018,462.708,10.00006,112.99998,50.087,49.798,22.8617,34.0839,24.3019,101.63,118.357
1.0,12.0,Mar 20 2018,691.0,10.00004,112.99996,303.836,301.896,26.6504,34.7053,10.4499,1e-12,1.766
2.0,12.0,Mar 20 2018,692.75,10.00004,112.99996,303.011,301.078,26.6484,34.705,10.4594,1e-12,1.936
3.0,12.0,Mar 20 2018,903.583,10.00004,112.99996,251.995,250.418,26.579,34.7331,10.968,1e-12,2.327
4.0,12.0,Mar 20 2018,912.458,10.00004,112.99996,253.01,251.426,26.5797,34.733,10.964,1e-12,2.338
5.0,12.0,Mar 20 2018,114.0,10.00004,112.99994,202.213,200.972,26.5049,34.7593,11.4794,1e-12,4.367
6.0,12.0,Mar 20 2018,380.375,10.00004,112.99998,151.486,150.574,26.4063,34.7852,12.1032,1e-12,0.838
7.0,12.0,Mar 20 2018,546.417,10.00004,112.99996,110.94,110.284,26.2015,34.8005,13.1978,0.1679,-0.719
8.0,12.0,Mar 20 2018,694.0,10.00002,112.99996,100.858,100.263,26.1351,34.7959,13.5054,0.33572,-0.801
9.0,12.0,Mar 20 2018,696.167,10.00002,112.99996,101.51,100.911,26.1362,34.7962,13.5011,0.31958,-0.857
10.0,12.0,Mar 20 2018,882.333,10.00002,112.99996,76.155,75.71,25.3086,34.6714,16.8154,3.4439,3.255
11.0,12.0,Mar 20 2018,54.833,10.00006,112.99996,65.633,65.251,24.6764,34.5532,19.0244,10.117,22.889
12.0,12.0,Mar 20 2018,291.917,10.00004,112.99996,46.103,45.837,21.5021,33.7062,27.7639,66.365,200.168
1.0,14.0,Mar 21 2018,396.667,10.00008,113.0,110.128,109.477,26.0952,34.7791,13.637,0.20473,-0.347
2.0,14.0,Mar 21 2018,399.333,10.00008,113.0,110.309,109.657,26.0961,34.7793,13.6335,0.19282,-0.318
3.0,14.0,Mar 21 2018,401.583,10.0001,113.0,110.825,110.169,26.0962,34.7792,13.6327,0.174,0.092
4.0,14.0,Mar 21 2018,403.958,10.0001,113.00001,111.192,110.534,26.0968,34.7795,13.6312,0.14516,-0.384
5.0,14.0,Mar 21 2018,406.542,10.0001,113.0,110.494,109.84,26.096,34.7793,13.6343,0.1358,-0.355
6.0,14.0,Mar 21 2018,408.333,10.00008,113.0,110.325,109.673,26.0961,34.7794,13.6338,0.12742,-0.345
7.0,14.0,Mar 21 2018,591.958,10.00008,113.0,90.157,89.627,25.8425,34.7533,14.735,1.4615,-0.0
8.0,14.0,Mar 21 2018,594.167,10.00008,113.0,90.541,90.009,25.8485,34.755,14.7132,1.4169,-0.131
9.0,14.0,Mar 21 2018,596.875,10.00008,113.0,90.418,89.887,25.8473,34.7551,14.7192,1.396,-0.153
10.0,14.0,Mar 21 2018,847.917,10.0001,113.0,69.874,69.467,24.8642,34.5875,18.3835,9.0169,16.024
11.0,14.0,Mar 21 2018,850.417,10.00008,112.99999,69.89,69.483,24.8638,34.5874,18.3846,9.1392,18.346
12.0,14.0,Mar 21 2018,853.042,10.00008,112.99999,70.008,69.6,24.8664,34.5887,18.3785,8.8752,18.196
1.0,15.0,Mar 21 2018,800.458,10.0001,113.0,1515.66,1501.633,27.5931,34.6118,2.9103,1e-12,64.786
2.0,15.0,Mar 21 2018,577.167,10.0001,113.00002,1010.56,1002.409,27.408,34.5611,4.3549,1e-12,29.403
3.0,15.0,Mar 21 2018,104.333,10.00008,113.00002,758.035,752.375,27.2425,34.5429,5.6572,1e-12,4.533
4.0,15.0,Mar 21 2018,676.917,10.0001,113.0,505.261,501.792,26.9761,34.5864,7.8689,1e-12,-1.063
5.0,15.0,Mar 21 2018,46.458,10.00012,113.0,405.863,403.173,26.8288,34.6251,9.018,1e-12,-1.088
6.0,15.0,Mar 21 2018,288.792,10.0001,113.0,305.223,303.274,26.6733,34.6997,10.2926,1e-12,1.99
7.0,15.0,Mar 21 2018,682.417,10.0001,113.00002,204.719,203.461,26.5018,34.7569,11.4865,1e-12,1.617
8.0,15.0,Mar 21 2018,56.958,10.0001,112.99998,62.014,61.654,23.7896,34.3772,21.8506,52.558,88.968
9.0,15.0,Mar 21 2018,187.125,10.00008,113.00002,51.875,51.575,22.237,33.9359,25.9912,135.97,172.197
10.0,15.0,Mar 21 2018,352.75,10.00011,112.99998,31.982,31.799,21.4973,33.7407,27.8556,118.54,199.267
11.0,15.0,Mar 21 2018,355.667,10.0001,112.99998,31.948,31.765,21.4974,33.7408,27.8554,127.27,199.196
12.0,15.0,Mar 21 2018,360.792,10.00011,112.99998,31.844,31.661,21.4973,33.7406,27.8554,368.16,199.407
1.0,16.0,Mar 21 2018,497.125,10.0001,113.0,1010.599,1002.448,27.4097,34.5611,4.339,1e-12,28.757
2.0,16.0,Mar 21 2018,499.542,10.0001,113.0,1010.817,1002.663,27.4097,34.5611,4.3392,1e-12,28.875
3.0,16.0,Mar 21 2018,930.0,10.0001,113.00002,757.766,752.108,27.2398,34.5429,5.679,1e-12,4.284
4.0,16.0,Mar 21 2018,368.583,10.0001,113.00002,506.324,502.847,26.9707,34.5862,7.9046,1e-12,-1.038
5.0,16.0,Mar 21 2018,371.542,10.0001,113.00002,504.902,501.437,26.9705,34.5864,7.9067,1e-12,-1.029
6.0,16.0,Mar 21 2018,847.25,10.0001,113.00001,264.49,262.826,26.6013,34.7257,10.8131,1e-12,1.606
7.0,16.0,Mar 21 2018,849.125,10.0001,113.0,264.747,263.082,26.6014,34.7256,10.8121,1e-12,2.301
8.0,16.0,Mar 21 2018,162.0,10.00012,113.0,153.962,153.034,26.3754,34.7887,12.2781,1e-12,-0.289
9.0,16.0,Mar 21 2018,164.083,10.00012,113.0,153.58,152.656,26.3772,34.7892,12.2709,1e-12,-0.338
10.0,16.0,Mar 21 2018,426.875,10.00012,113.0,101.306,100.708,25.8429,34.7622,14.7662,1.3353,-0.619
11.0,16.0,Mar 21 2018,430.125,10.00012,113.0,101.645,101.046,25.8474,34.7635,14.7502,1.3394,-0.56
12.0,16.0,Mar 21 2018,432.292,10.00012,113.0,101.815,101.214,25.8455,34.7631,14.7576,1.3088,-0.553
1.0,17.0,Mar 22 2018,568.333,10.00002,112.99996,153.912,152.985,26.4061,34.7852,12.1048,1e-12,2.015
2.0,17.0,Mar 22 2018,827.042,10.00002,112.99996,103.31,102.701,26.0333,34.7889,13.9703,1e-12,-0.15
3.0,17.0,Mar 22 2018,103.167,10.00002,112.99996,90.191,89.662,25.8137,34.7567,14.8796,1e-12,-0.05
4.0,17.0,Mar 22 2018,391.792,10.00004,112.99998,80.333,79.863,25.6581,34.7363,15.5115,1e-12,0.606
5.0,17.0,Mar 22 2018,616.708,10.00002,112.99996,70.425,70.016,24.6948,34.5511,18.9467,1e-12,26.136
6.0,17.0,Mar 22 2018,895.333,10.00004,112.99996,60.212,59.863,23.8616,34.3902,21.6259,1e-12,88.526
7.0,17.0,Mar 22 2018,898.292,10.00002,112.99996,60.745,60.393,23.9775,34.4251,21.3005,1e-12,79.135
8.0,17.0,Mar 22 2018,120.75,10.00002,112.99996,55.444,55.123,23.2606,34.2672,23.4177,1e-12,130.26
9.0,17.0,Mar 22 2018,354.667,10.00002,112.99996,50.838,50.545,22.666,34.0788,24.942,0.0020781,155.748
10.0,17.0,Mar 22 2018,364.5,10.00002,112.99996,50.38,50.089,22.621,34.0694,25.0674,0.0026171,156.523
11.0,17.0,Mar 22 2018,620.875,10.00002,112.99994,40.561,40.327,21.4943,33.7778,27.9527,0.0082177,198.369
12.0,17.0,Mar 22 2018,819.792,10.00004,112.99996,30.679,30.503,21.4963,33.7768,27.942,0.014464,198.269
1.0,18.0,Mar 22 2018,864.667,10.00002,112.99996,112.397,111.731,26.1201,34.8006,13.5973,0.17124,-0.461
2.0,18.0,Mar 22 2018,866.542,10.00004,112.99996,111.814,111.152,26.1062,34.7979,13.6545,0.17508,-0.483
3.0,18.0,Mar 22 2018,868.042,10.00004,112.99996,111.393,110.733,26.1048,34.797,13.6582,0.18003,-0.546
4.0,18.0,Mar 22 2018,309.25,10.00004,112.99994,41.487,41.248,21.5033,33.7863,27.9451,105.85,198.482
5.0,18.0,Mar 22 2018,311.5,10.00004,112.99994,41.818,41.578,21.5031,33.7863,27.9457,98.331,198.236
6.0,18.0,Mar 22 2018,317.792,10.00004,112.99996,41.444,41.206,21.5031,33.7863,27.9456,106.01,198.129
7.0,18.0,Mar 22 2018,326.708,10.00004,112.99994,41.932,41.691,21.5037,33.7866,27.9444,100.97,198.642
8.0,18.0,Mar 22 2018,504.042,10.00002,112.99996,22.024,21.899,21.5025,33.786,27.9422,261.49,198.687
9.0,18.0,Mar 22 2018,505.833,10.00002,112.99996,21.088,20.968,21.5026,33.7859,27.9415,272.3,198.665
10.0,18.0,Mar 22 2018,519.208,10.00004,112.99996,20.992,20.873,21.5026,33.786,27.9417,290.1,198.762
11.0,18.0,Mar 22 2018,521.75,10.00004,112.99996,21.694,21.57,21.5025,33.786,27.9422,300.11,198.675
12.0,18.0,Mar 22 2018,523.708,10.00004,112.99996,21.998,21.872,21.5023,33.7859,27.9424,290.63,198.149
1.0,19.0,Mar 22 2018,393.083,10.00004,112.99996,1011.17,1003.012,27.4018,34.5595,4.4009,1e-12,26.339
2.0,19.0,Mar 22 2018,899.5,10.00004,112.99996,707.02,701.827,27.2209,34.549,5.8669,1e-12,2.204
3.0,19.0,Mar 22 2018,407.125,10.00004,112.99996,404.055,401.379,26.8285,34.6279,9.0333,1e-12,-1.042
4.0,19.0,Mar 22 2018,760.25,10.00004,112.99996,252.115,250.538,26.5756,34.7343,10.9922,1e-12,1.778
5.0,19.0,Mar 22 2018,53.042,10.00004,112.99996,151.511,150.599,26.357,34.7941,12.3946,0.0287,-0.531
6.0,19.0,Mar 22 2018,290.958,10.00002,112.99996,103.786,103.173,26.0725,34.7949,13.8048,1.0924,-0.528
7.0,19.0,Mar 22 2018,510.0,10.00004,112.99996,93.391,92.842,25.9952,34.7842,14.133,2.503,-0.837
8.0,19.0,Mar 22 2018,518.792,10.00004,112.99996,93.925,93.374,26.0068,34.7871,14.0886,2.46,-0.825
9.0,19.0,Mar 22 2018,758.833,10.00004,112.99998,77.378,76.926,25.2848,34.6705,16.9135,10.465,6.393
10.0,19.0,Mar 22 2018,14.333,10.00004,112.99996,57.44,57.107,23.7567,34.3764,21.966,49.468,93.534
11.0,19.0,Mar 22 2018,273.292,10.00004,112.99994,53.534,53.225,23.3833,34.2882,23.0475,76.908,120.328
12.0,19.0,Mar 22 2018,514.292,10.00002,112.99996,33.627,33.434,21.5019,33.7899,27.9558,297.81,198.773
1.0,20.0,Mar 22 2018,122.0,10.00002,112.99996,305.219,303.27,26.6697,34.6955,10.2948,1e-12,-0.229
2.0,20.0,Mar 23 2018,986.5,10.00002,112.99998,93.853,93.301,26.056,34.7928,13.8749,0.3206,-0.864
3.0,20.0,Mar 23 2018,97.375,10.0,112.99998,78.894,78.433,25.3484,34.6791,16.6716,0.69883,4.911
4.0,20.0,Mar 23 2018,189.458,10.00002,112.99996,53.912,53.6,22.3063,33.9882,25.8953,0.57175,179.956
1.0,21.0,Mar 23 2018,556.333,10.0,112.99996,90.55,90.019,25.8687,34.7638,14.6511,1e-12,-0.365
