Niskin #,Cast #,Date,Time,Latitude [N],Longitude [W],CTD_Pressure [db],CTD_Depth [m],Sigma_theta [kg/m3],Salinity [psu],Temperature [C],PAR [units?],Oxygen [umol/L]
10.0,69.0,Apr 04 2018,873.792,17.68338,102.35006,122.18,121.413,26.2198,34.8258,13.206,1e-12,1.829
11.0,69.0,Apr 04 2018,130.083,17.68334,102.35002,102.032,101.396,26.1434,34.8232,13.568,1e-12,1.817
12.0,69.0,Apr 04 2018,351.375,17.68334,102.35004,92.15,91.579,26.1219,34.822,13.6663,1e-12,1.766
13.0,69.0,Apr 04 2018,604.833,17.68334,102.35006,81.972,81.466,26.063,34.815,13.9218,1e-12,1.759
14.0,69.0,Apr 04 2018,822.75,17.68336,102.35004,62.14,61.759,25.8568,34.783,14.7703,1e-12,1.808
15.0,69.0,Apr 04 2018,39.292,17.68333,102.35004,51.709,51.394,25.7334,34.7633,15.262,1e-12,1.905
16.0,69.0,Apr 04 2018,231.125,17.68338,102.35004,46.566,46.282,25.6268,34.7426,15.667,1e-12,1.938
17.0,69.0,Apr 04 2018,409.542,17.6834,102.35004,41.406,41.155,25.4492,34.7057,16.3199,1e-12,2.02
18.0,69.0,Apr 04 2018,654.5,17.6833,102.35004,36.802,36.579,25.4179,34.7003,16.4363,1e-12,2.043
19.0,69.0,Apr 04 2018,826.667,17.68328,102.35002,31.446,31.256,25.3647,34.6899,16.6294,1e-12,2.417
20.0,69.0,Apr 04 2018,0.667,17.68328,102.35004,26.397,26.237,25.0174,34.6332,17.8972,1e-12,7.152
21.0,69.0,Apr 04 2018,170.375,17.68332,102.35008,21.175,21.047,24.6076,34.5584,19.3012,1e-12,48.667
22.0,69.0,Apr 04 2018,345.875,17.68334,102.35007,16.596,16.496,24.0672,34.4805,21.1181,1e-12,108.176
23.0,69.0,Apr 04 2018,417.0,17.68336,102.35008,11.382,11.314,23.7285,34.4946,22.3773,1e-12,156.794
24.0,69.0,Apr 04 2018,464.958,17.68336,102.35008,2.624,2.608,23.2343,34.553,24.2318,1e-12,221.221
1.0,70.0,Apr 05 2018,629.583,17.68336,102.35002,60.355,59.985,25.7544,34.7693,15.189,0.027256,-0.344
2.0,70.0,Apr 05 2018,675.25,17.68336,102.35002,60.763,60.391,25.7426,34.7665,15.2329,0.026914,-0.399
3.0,70.0,Apr 05 2018,966.333,17.68336,102.35004,29.952,29.771,24.9689,34.6255,18.0716,0.030321,8.27
4.0,70.0,Apr 05 2018,983.333,17.68336,102.35004,30.07,29.888,25.0042,34.6292,17.9396,0.030336,5.408
5.0,70.0,Apr 05 2018,997.042,17.68336,102.35004,29.998,29.816,24.9934,34.6217,17.9601,0.030366,5.152
6.0,70.0,Apr 05 2018,15.208,17.68334,102.35004,29.866,29.685,25.0204,34.6323,17.8832,0.030773,4.22
7.0,70.0,Apr 05 2018,30.792,17.68335,102.35004,29.465,29.286,24.992,34.6243,17.9738,0.030441,5.325
8.0,70.0,Apr 05 2018,239.667,17.68336,102.35006,24.942,24.791,24.4479,34.5359,19.8512,0.033316,60.839
9.0,70.0,Apr 05 2018,246.083,17.68336,102.35006,25.072,24.921,24.4264,34.5308,19.9187,0.033225,60.815
10.0,70.0,Apr 05 2018,264.875,17.68336,102.35006,24.694,24.545,24.375,34.522,20.0889,0.033331,64.674
11.0,70.0,Apr 05 2018,293.792,17.68337,102.35006,25.016,24.865,24.3344,34.5159,20.2248,0.033514,71.443
12.0,70.0,Apr 05 2018,311.333,17.68338,102.35006,24.793,24.643,24.3332,34.5159,20.2292,0.033331,71.403
1.0,71.0,Apr 05 2018,856.875,17.68332,102.35006,62.721,62.336,25.7418,34.7661,15.2355,0.18782,-0.088
2.0,71.0,Apr 05 2018,871.167,17.68332,102.35006,62.624,62.24,25.7375,34.7657,15.2535,0.18631,-0.501
3.0,71.0,Apr 05 2018,92.833,17.68336,102.35002,44.882,44.609,25.3784,34.6931,16.5835,0.93548,-0.2
4.0,71.0,Apr 05 2018,124.042,17.68337,102.35002,44.806,44.533,25.3765,34.6931,16.5916,0.85414,-0.195
5.0,71.0,Apr 05 2018,143.667,17.68336,102.35002,44.948,44.674,25.3774,34.6934,16.5887,0.85165,-0.27
6.0,71.0,Apr 05 2018,382.458,17.68337,102.35,35.062,34.85,25.0344,34.633,17.8289,2.6241,7.203
7.0,71.0,Apr 05 2018,408.5,17.68337,102.34998,34.87,34.659,25.0313,34.6326,17.8402,2.8294,7.354
8.0,71.0,Apr 05 2018,422.5,17.68338,102.34998,35.167,34.954,25.0319,34.6328,17.8383,2.7388,7.314
9.0,71.0,Apr 05 2018,622.917,17.68334,102.35,25.034,24.883,24.7389,34.5861,18.8704,9.2308,29.066
10.0,71.0,Apr 05 2018,648.083,17.68334,102.35002,24.711,24.561,24.7362,34.583,18.8713,8.9975,28.862
11.0,71.0,Apr 05 2018,114.625,17.68334,102.35004,15.953,15.857,23.8063,34.4772,22.0545,46.279,124.281
12.0,71.0,Apr 05 2018,139.25,17.68334,102.35004,15.883,15.788,23.8334,34.4746,21.9501,42.424,123.337
1.0,72.0,Apr 05 2018,298.875,17.68337,102.35004,1009.333,1000.866,27.4103,34.5653,4.3641,0.018906,12.063
2.0,72.0,Apr 05 2018,326.5,17.68336,102.35004,1009.794,1001.322,27.4105,34.5653,4.3628,0.018805,12.194
3.0,72.0,Apr 05 2018,565.0,17.68334,102.35004,907.295,899.904,27.3027,34.5534,5.2356,0.018762,1.832
4.0,72.0,Apr 05 2018,831.458,17.68334,102.35004,756.161,750.272,27.2022,34.5537,6.0499,0.018805,-1.102
5.0,72.0,Apr 05 2018,557.042,17.68334,102.35002,163.217,162.177,26.3295,34.8167,12.6263,0.023361,-0.986
6.0,72.0,Apr 05 2018,565.792,17.68335,102.35001,163.018,161.98,26.3294,34.8168,12.6269,0.023639,-0.969
7.0,72.0,Apr 05 2018,893.417,17.68336,102.35004,45.555,45.277,25.3947,34.6962,16.5242,4.8323,-0.924
8.0,72.0,Apr 05 2018,978.375,17.68336,102.35004,45.659,45.381,25.3932,34.6962,16.5302,4.4593,-0.417
9.0,72.0,Apr 05 2018,995.042,17.68336,102.35004,45.642,45.364,25.3913,34.6959,16.5376,4.4653,-0.393
10.0,72.0,Apr 05 2018,7.083,17.68336,102.35004,45.641,45.363,25.3919,34.696,16.5352,4.2898,-0.452
11.0,72.0,Apr 05 2018,17.042,17.68336,102.35004,45.409,45.132,25.3912,34.6957,16.5377,4.2967,-0.404
12.0,72.0,Apr 05 2018,27.083,17.68336,102.35004,45.789,45.51,25.3911,34.6958,16.5382,4.2615,-0.419
1.0,73.0,Apr 05 2018,34.333,17.68338,102.35,15.825,15.729,23.9608,34.4674,21.4708,171.32,111.02
2.0,73.0,Apr 05 2018,80.667,17.68338,102.35003,16.149,16.052,23.9005,34.4599,21.6686,162.64,114.949
3.0,73.0,Apr 05 2018,118.167,17.68338,102.35006,16.149,16.052,23.8703,34.4584,21.7734,141.48,119.753
4.0,73.0,Apr 05 2018,151.042,17.68338,102.35006,16.2,16.102,23.8459,34.4547,21.8513,169.23,122.098
5.0,73.0,Apr 05 2018,195.5,17.68338,102.35008,16.029,15.933,23.8412,34.4555,21.8702,212.52,123.37
1.0,74.0,Apr 06 2018,552.25,17.68334,102.35,52.517,52.196,25.4436,34.7068,16.3497,0.32809,-0.468
2.0,74.0,Apr 06 2018,554.792,17.68334,102.35,52.371,52.052,25.4433,34.7068,16.3507,0.33682,-0.467
3.0,74.0,Apr 06 2018,556.333,17.68334,102.35,52.677,52.355,25.4503,34.7079,16.3242,0.32965,-0.445
4.0,74.0,Apr 06 2018,557.792,17.68334,102.35,52.982,52.658,25.4636,34.7114,16.2782,0.31716,-0.443
5.0,74.0,Apr 06 2018,586.833,17.68334,102.35,52.484,52.164,25.4533,34.7091,16.3156,0.32428,-0.784
6.0,74.0,Apr 06 2018,588.333,17.68334,102.35,52.386,52.067,25.4481,34.7078,16.3337,0.32517,-0.486
1.0,75.0,Apr 06 2018,800.917,17.68338,102.35006,30.617,30.431,24.7634,34.5888,18.7827,0.02984,30.266
2.0,75.0,Apr 06 2018,807.167,17.68338,102.35006,30.461,30.277,24.753,34.5865,18.8165,0.029615,31.636
3.0,75.0,Apr 06 2018,814.875,17.68338,102.35006,30.434,30.25,24.7561,34.5861,18.8034,0.029795,28.632
4.0,75.0,Apr 06 2018,825.083,17.68338,102.35006,30.144,29.962,24.7372,34.5821,18.8657,0.030171,29.433
5.0,75.0,Apr 06 2018,49.125,17.6834,102.34999,25.15,24.998,23.9542,34.4578,21.47,0.035699,124.85
6.0,75.0,Apr 06 2018,54.458,17.6834,102.35,25.111,24.959,23.9543,34.4579,21.4696,0.036745,124.845
7.0,75.0,Apr 06 2018,60.417,17.68342,102.34999,24.975,24.824,23.9534,34.4581,21.4735,0.036222,125.046
8.0,75.0,Apr 06 2018,65.917,17.6834,102.35,25.162,25.01,23.9528,34.4583,21.4763,0.036853,125.072
9.0,75.0,Apr 06 2018,300.25,17.68336,102.35,19.89,19.77,23.6924,34.447,22.3786,0.045529,159.172
10.0,75.0,Apr 06 2018,303.375,17.68336,102.35,20.346,20.224,23.6872,34.4505,22.4066,0.046103,145.407
11.0,75.0,Apr 06 2018,306.75,17.68336,102.35002,20.307,20.185,23.6777,34.449,22.436,0.047206,149.979
12.0,75.0,Apr 06 2018,312.25,17.68336,102.35002,20.199,20.077,23.7245,34.455,22.2863,0.046694,154.555
1.0,76.0,Apr 06 2018,683.375,17.68338,102.34998,45.994,45.714,25.5544,34.7368,15.9667,1.5684,-0.32
2.0,76.0,Apr 06 2018,8.625,17.6834,102.34996,36.202,35.983,25.3251,34.6863,16.7872,4.6051,-0.319
3.0,76.0,Apr 06 2018,37.667,17.6834,102.34996,36.276,36.056,25.2891,34.6808,16.922,4.652,1.298
4.0,76.0,Apr 06 2018,63.625,17.68338,102.34998,36.908,36.684,25.283,34.6798,16.9447,4.6509,1.386
5.0,76.0,Apr 06 2018,126.25,17.68338,102.35,36.274,36.054,25.3616,34.6952,16.661,4.9524,0.368
6.0,76.0,Apr 06 2018,160.833,17.68338,102.35,36.422,36.201,25.4616,34.7135,16.2915,4.9709,-0.423
7.0,76.0,Apr 06 2018,215.417,17.68338,102.34998,36.97,36.746,25.504,34.7232,16.1398,4.9039,-0.484
8.0,76.0,Apr 06 2018,547.042,17.68338,102.35,33.495,33.292,25.4131,34.7053,16.4733,7.9615,-0.488
9.0,76.0,Apr 06 2018,592.042,17.68336,102.35002,33.649,33.445,25.3446,34.6931,16.7265,7.8482,-0.219
10.0,76.0,Apr 06 2018,634.875,17.68336,102.35002,33.399,33.197,25.2575,34.6748,17.0353,8.335,1.85
11.0,76.0,Apr 06 2018,700.5,17.68338,102.35,33.872,33.667,25.2095,34.6654,17.2068,8.2322,3.092
12.0,76.0,Apr 06 2018,739.0,17.68338,102.35,33.253,33.052,25.2047,34.6644,17.2236,8.4136,3.247
1.0,77.0,Apr 06 2018,424.292,17.68336,102.34996,1009.414,1000.947,27.3918,34.5625,4.5159,0.018805,9.571
2.0,77.0,Apr 06 2018,777.625,17.68336,102.34996,907.276,899.885,27.33,34.5553,5.0116,0.01859,3.441
3.0,77.0,Apr 06 2018,137.833,17.68342,102.34992,755.99,750.102,27.2094,34.5515,5.9791,0.018834,-2.046
4.0,77.0,Apr 06 2018,730.708,17.6834,102.34996,404.203,401.394,26.7711,34.6509,9.4988,0.021117,-1.15
5.0,77.0,Apr 06 2018,89.958,17.68336,102.34996,251.2,249.546,26.4592,34.7769,11.8038,0.022966,-1.012
6.0,77.0,Apr 06 2018,368.5,17.6834,102.34994,160.964,159.939,26.2812,34.8287,12.9171,0.025995,-1.005
7.0,77.0,Apr 06 2018,401.125,17.6834,102.34994,160.28,159.26,26.2801,34.8284,12.9213,0.026291,-1.051
8.0,77.0,Apr 06 2018,705.333,17.68338,102.34998,65.259,64.858,25.7567,34.7725,15.1907,3.105,-0.805
9.0,77.0,Apr 06 2018,913.458,17.68338,102.34994,50.28,49.974,25.437,34.7133,16.3993,11.24,-0.512
10.0,77.0,Apr 06 2018,149.583,17.6834,102.34994,40.229,39.984,25.0487,34.6446,17.8075,27.664,8.073
11.0,77.0,Apr 06 2018,390.125,17.68336,102.34996,25.654,25.499,24.6033,34.5671,19.3444,155.06,45.538
12.0,77.0,Apr 06 2018,628.0,17.68338,102.34996,10.363,10.301,23.531,34.4703,23.0051,1052.9,199.855
1.0,78.0,Apr 06 2018,697.0,17.68334,102.35,160.697,159.675,26.3214,34.8223,12.6895,0.028134,-0.414
2.0,78.0,Apr 06 2018,734.583,17.68333,102.35,160.695,159.672,26.3226,34.8225,12.6838,0.027985,-0.514
3.0,78.0,Apr 06 2018,777.833,17.68332,102.35,160.683,159.66,26.3227,34.8224,12.683,0.027464,-0.488
4.0,78.0,Apr 06 2018,804.833,17.68332,102.35002,160.553,159.531,26.322,34.8224,12.6865,0.027434,-0.529
5.0,78.0,Apr 06 2018,185.0,17.68334,102.35002,39.511,39.271,25.2912,34.6928,16.9527,22.333,1.206
6.0,78.0,Apr 06 2018,224.125,17.68332,102.35002,39.577,39.336,25.2878,34.6921,16.9647,23.02,1.076
7.0,78.0,Apr 06 2018,262.417,17.68332,102.35002,39.474,39.234,25.2928,34.6935,16.948,22.426,1.077
8.0,78.0,Apr 06 2018,309.875,17.6833,102.35,39.377,39.138,25.3158,34.6996,16.871,23.198,0.927
9.0,78.0,Apr 06 2018,347.833,17.6833,102.35,39.443,39.204,25.3275,34.698,16.8159,22.849,0.643
10.0,78.0,Apr 06 2018,491.583,17.6833,102.35002,30.309,30.125,24.9202,34.6244,18.2651,62.826,13.194
11.0,78.0,Apr 06 2018,707.958,17.68332,102.35002,20.317,20.195,24.372,34.4801,19.9777,228.0,65.943
12.0,78.0,Apr 06 2018,885.875,17.6833,102.35,10.415,10.353,23.6451,34.4634,22.5876,780.54,184.02
1.0,79.0,Apr 07 2018,783.167,17.68338,102.35,69.696,69.268,25.8507,34.7836,14.8015,0.026247,-0.642
2.0,79.0,Apr 07 2018,824.958,17.68338,102.35,69.844,69.415,25.8666,34.7866,14.7392,0.026543,-0.699
3.0,79.0,Apr 07 2018,854.583,17.68336,102.35,70.005,69.574,25.8812,34.7913,14.6884,0.026691,-0.642
4.0,79.0,Apr 07 2018,32.583,17.68336,102.35002,59.692,59.327,25.6935,34.76,15.4311,0.02604,-0.662
5.0,79.0,Apr 07 2018,83.583,17.68338,102.35002,59.73,59.365,25.6638,34.757,15.5537,0.026499,-0.694
6.0,79.0,Apr 07 2018,103.833,17.68338,102.35002,59.505,59.141,25.6415,34.7528,15.6387,0.026499,-0.731
7.0,79.0,Apr 07 2018,144.958,17.68342,102.35002,59.185,58.823,25.5939,34.7449,15.8223,0.026795,-0.746
8.0,79.0,Apr 07 2018,343.75,17.68344,102.34998,39.562,39.321,24.985,34.6349,18.0368,0.027538,8.97
9.0,79.0,Apr 07 2018,579.25,17.68336,102.34998,29.309,29.132,24.8332,34.6132,18.5794,0.030471,12.664
10.0,79.0,Apr 07 2018,760.25,17.68338,102.34998,19.544,19.426,23.8856,34.481,21.7807,0.037949,127.887
11.0,79.0,Apr 07 2018,927.167,17.6834,102.35,14.609,14.521,23.5544,34.4688,22.9207,0.051757,173.336
12.0,79.0,Apr 07 2018,86.25,17.68332,102.35003,9.581,9.523,23.1771,34.5107,24.3184,0.072684,208.174
1.0,80.0,Apr 07 2018,710.125,17.68324,102.35002,163.06,162.021,26.3275,34.8213,12.6548,0.025493,-0.59
2.0,80.0,Apr 07 2018,774.708,17.68322,102.35004,163.404,162.363,26.3268,34.8215,12.6591,0.025287,-0.574
3.0,80.0,Apr 07 2018,79.25,17.68328,102.35004,70.266,69.835,25.5862,34.7456,15.8605,0.18936,-0.655
4.0,80.0,Apr 07 2018,106.25,17.68328,102.35004,70.259,69.827,25.5892,34.7458,15.8482,0.18667,-0.93
5.0,80.0,Apr 07 2018,320.292,17.68326,102.35002,49.929,49.624,25.1826,34.6719,17.3427,0.94317,2.477
6.0,80.0,Apr 07 2018,364.958,17.68326,102.35002,50.435,50.127,25.2038,34.6786,17.2757,0.90202,2.324
7.0,80.0,Apr 07 2018,395.542,17.68326,102.35002,50.219,49.913,25.1453,34.6668,17.4816,0.90215,3.856
8.0,80.0,Apr 07 2018,425.958,17.68326,102.35002,50.697,50.388,25.1204,34.662,17.5693,0.88806,4.56
9.0,80.0,Apr 07 2018,460.375,17.68327,102.35002,50.086,49.78,25.089,34.6551,17.6767,0.93975,4.942
1.0,81.0,Apr 07 2018,464.333,17.68322,102.34998,1009.999,1001.525,27.365,34.5582,4.7304,0.018762,6.976
2.0,81.0,Apr 07 2018,480.958,17.68322,102.34998,1009.216,1000.751,27.3647,34.5583,4.7336,0.018805,7.186
3.0,81.0,Apr 07 2018,837.208,17.68324,102.35002,908.141,900.741,27.3348,34.5557,4.9722,0.018791,3.55
4.0,81.0,Apr 07 2018,278.667,17.68324,102.34996,756.26,750.37,27.2096,34.5517,5.9794,0.018978,-2.164
5.0,81.0,Apr 07 2018,966.5,17.68326,102.35,403.305,400.503,26.7005,34.6788,10.0511,0.021668,-1.059
6.0,81.0,Apr 07 2018,316.833,17.68324,102.35,250.966,249.314,26.459,34.7779,11.8089,0.022952,-1.051
7.0,81.0,Apr 07 2018,636.708,17.68326,102.35,161.183,160.157,26.3029,34.8263,12.7988,0.025685,-1.057
8.0,81.0,Apr 07 2018,913.417,17.68322,102.35,70.843,70.408,25.9012,34.794,14.6055,1.0958,-0.968
9.0,81.0,Apr 07 2018,146.042,17.68324,102.35,51.062,50.751,25.5396,34.7368,16.0325,5.5607,-0.798
10.0,81.0,Apr 07 2018,556.667,17.68322,102.34996,41.032,40.783,25.1266,34.6545,17.5185,16.139,5.194
11.0,81.0,Apr 07 2018,785.917,17.68324,102.34998,26.718,26.557,24.084,34.4956,21.1004,83.96,109.985
12.0,81.0,Apr 07 2018,991.583,17.68328,102.35004,11.612,11.542,22.7335,34.2924,25.2428,522.0,211.22
1.0,82.0,Apr 07 2018,843.125,17.68324,102.34996,70.577,70.143,25.9464,34.8037,14.43,0.72922,-0.614
2.0,82.0,Apr 07 2018,889.083,17.68324,102.34996,70.334,69.902,25.9442,34.8031,14.438,0.71567,-0.002
3.0,82.0,Apr 07 2018,138.542,17.6833,102.35004,48.307,48.013,25.6049,34.7495,15.7879,4.6743,-0.68
4.0,82.0,Apr 07 2018,204.25,17.68329,102.35005,49.061,48.762,25.6233,34.7527,15.7175,4.639,-0.7
5.0,82.0,Apr 07 2018,228.917,17.68328,102.35004,48.42,48.125,25.6042,34.749,15.7892,4.9199,-0.704
6.0,82.0,Apr 07 2018,256.75,17.68328,102.35004,48.517,48.221,25.5958,34.7477,15.8218,4.8177,-0.67
7.0,82.0,Apr 07 2018,274.875,17.68328,102.35004,48.341,48.046,25.5909,34.7467,15.8401,4.738,-0.689
8.0,82.0,Apr 07 2018,314.458,17.68328,102.35002,48.588,48.292,25.5813,34.7447,15.8755,4.6962,-0.656
9.0,82.0,Apr 07 2018,756.667,17.6832,102.34996,27.597,27.43,24.8009,34.5987,18.6631,39.299,24.249
10.0,82.0,Apr 07 2018,763.625,17.6832,102.34996,27.905,27.737,24.8079,34.602,18.6454,37.913,24.055
11.0,82.0,Apr 07 2018,995.167,17.68324,102.34998,16.128,16.031,24.0331,34.4885,21.2658,145.19,117.304
12.0,82.0,Apr 07 2018,24.292,17.68324,102.35,16.566,16.467,24.0419,34.4874,21.2303,142.62,117.221
1.0,83.0,Apr 08 2018,891.25,17.6832,102.35008,35.132,34.919,25.4088,34.7125,16.5156,0.027508,-0.176
2.0,83.0,Apr 08 2018,241.208,17.68326,102.3501,30.196,30.013,24.9763,34.6366,18.0759,0.028806,6.191
3.0,83.0,Apr 08 2018,246.625,17.68326,102.3501,30.524,30.339,24.9874,34.6386,18.0373,0.028836,6.257
4.0,83.0,Apr 08 2018,443.833,17.68324,102.3501,25.237,25.085,24.3573,34.5597,20.2647,0.031165,43.509
5.0,83.0,Apr 08 2018,445.375,17.68323,102.3501,25.179,25.027,24.3599,34.5601,20.2559,0.031029,41.659
6.0,83.0,Apr 08 2018,449.333,17.68322,102.3501,25.31,25.157,24.3668,34.5611,20.2327,0.031814,41.24
7.0,83.0,Apr 08 2018,621.792,17.68326,102.35008,20.284,20.162,23.9089,34.4959,21.738,0.034857,120.425
8.0,83.0,Apr 08 2018,626.292,17.68326,102.35008,20.399,20.276,23.8945,34.495,21.7873,0.034872,120.025
9.0,83.0,Apr 08 2018,631.458,17.68326,102.35008,20.303,20.181,23.908,34.4893,21.7231,0.034811,121.048
10.0,83.0,Apr 08 2018,802.417,17.68328,102.35006,15.098,15.007,23.5897,34.4215,22.6718,0.040703,151.213
11.0,83.0,Apr 08 2018,805.708,17.68328,102.35006,15.358,15.265,23.5928,34.4226,22.6638,0.041595,153.116
12.0,83.0,Apr 08 2018,810.583,17.68328,102.35006,15.133,15.042,23.5977,34.4246,22.6519,0.040484,149.971
1.0,84.0,Apr 08 2018,677.292,17.68326,102.35002,807.014,800.632,27.2095,34.5526,5.9902,0.018805,-0.666
2.0,84.0,Apr 08 2018,692.708,17.68324,102.35004,807.103,800.719,27.2095,34.5527,5.9915,0.018892,-0.706
3.0,84.0,Apr 08 2018,469.333,17.68326,102.35002,251.007,249.355,26.4915,34.7644,11.5793,0.022557,-0.947
4.0,84.0,Apr 08 2018,489.375,17.68326,102.35004,251.361,249.706,26.491,34.7644,11.5819,0.022806,-0.868
5.0,84.0,Apr 08 2018,756.375,17.6833,102.35,160.883,159.859,26.3714,34.8095,12.3833,0.02383,-1.015
6.0,84.0,Apr 08 2018,771.667,17.6833,102.35,160.699,159.677,26.3711,34.8097,12.3851,0.023727,-0.946
7.0,84.0,Apr 08 2018,22.875,17.68324,102.35008,100.423,99.798,26.0478,34.8174,14.0061,0.038755,-0.942
8.0,84.0,Apr 08 2018,41.375,17.68325,102.35008,100.389,99.764,26.0501,34.8175,13.9951,0.039345,-0.955
9.0,84.0,Apr 08 2018,299.958,17.68323,102.35004,70.649,70.215,25.7186,34.7669,15.344,0.27798,-1.327
10.0,84.0,Apr 08 2018,325.833,17.68322,102.35004,70.724,70.289,25.7233,34.7672,15.3238,0.27983,-0.926
11.0,84.0,Apr 08 2018,529.25,17.68328,102.35004,60.51,60.14,25.5037,34.7278,16.1604,0.70875,-0.119
12.0,84.0,Apr 08 2018,763.583,17.68328,102.35002,40.626,40.379,25.1205,34.6516,17.5344,5.7786,1.849
1.0,85.0,Apr 08 2018,529.667,17.68324,102.34996,906.658,899.273,27.3395,34.5557,4.9307,0.018647,4.091
2.0,85.0,Apr 08 2018,1.458,17.68324,102.34996,755.231,749.351,27.2034,34.5535,6.0398,0.018848,-0.748
3.0,85.0,Apr 08 2018,317.542,17.68324,102.35,46.296,46.014,25.5421,34.7324,16.0056,14.364,-0.708
4.0,85.0,Apr 08 2018,332.333,17.68324,102.35002,46.124,45.843,25.5548,34.7361,15.9623,15.475,-0.963
5.0,85.0,Apr 08 2018,340.083,17.68324,102.35002,45.989,45.709,25.5472,34.7341,15.9892,15.543,-0.633
6.0,85.0,Apr 08 2018,351.625,17.68323,102.35002,45.826,45.547,25.5491,34.7342,15.9808,15.801,-0.675
7.0,85.0,Apr 08 2018,596.667,17.68324,102.34998,38.935,38.699,25.3863,34.6991,16.5687,31.107,-0.161
8.0,85.0,Apr 08 2018,601.5,17.68326,102.34998,40.15,39.906,25.3903,34.7002,16.5552,29.217,-0.153
9.0,85.0,Apr 08 2018,611.833,17.68326,102.34998,40.052,39.809,25.386,34.6991,16.5701,28.427,-0.151
10.0,85.0,Apr 08 2018,765.083,17.68328,102.34996,20.922,20.795,24.4874,34.5438,19.7225,222.74,48.396
11.0,85.0,Apr 08 2018,781.792,17.68328,102.34996,20.28,20.158,24.4818,34.5414,19.7368,240.61,52.308
12.0,85.0,Apr 08 2018,790.625,17.68328,102.34996,20.422,20.298,24.4956,34.5438,19.691,233.65,46.65
1.0,86.0,Apr 08 2018,515.083,17.68324,102.35008,504.908,501.278,26.922,34.5942,8.2724,0.020812,-0.771
2.0,86.0,Apr 08 2018,358.375,17.68322,102.35008,405.123,402.307,26.7517,34.6539,9.6304,0.021668,-1.142
3.0,86.0,Apr 08 2018,700.542,17.68326,102.35002,61.374,60.997,25.5162,34.7282,16.1073,0.50577,-0.764
4.0,86.0,Apr 08 2018,702.75,17.68326,102.35002,61.106,60.732,25.5155,34.7281,16.1101,0.51558,-0.783
5.0,86.0,Apr 08 2018,704.583,17.68326,102.35002,60.966,60.593,25.5152,34.7279,16.1104,0.52515,-0.777
